NUTS_ID,year,vehicle_stock
AT31,2002,718900.0
AT31,2003,732283.0
AT31,2004,735346.0
AT31,2005,748519.0
AT31,2006,759510.0
AT31,2007,768167.0
AT31,2008,777492.0
AT31,2009,788076.0
AT31,2010,791893.0
AT31,2011,798525.0
AT31,2012,806507.0
AT31,2013,814516.0
AT31,2014,822554.0
AT31,2015,830063.0
AT31,2016,838389.0
AT31,2017,846516.0
AT31,2018,854671.0
AT31,2019,862853.0
AT31,2020,872081.0
AT31,2021,870088.0
AT31,2022,878286.0
AT31,2023,886513.0
AT31,2024,894767.0
AT31,2025,910893.0
AT31,2026,908495.0
AT31,2027,916690.0
AT31,2028,924910.0
AT31,2029,933157.0
AT31,2030,940557.0
AT32,1999,242688.0
AT32,2000,248214.0
AT32,2001,253552.0
AT32,2002,244496.0
AT32,2003,249373.0
AT32,2004,250759.0
AT32,2005,253583.0
AT32,2006,256565.0
AT32,2007,258689.0
AT32,2008,260452.0
AT32,2009,265006.0
AT32,2010,266508.0
AT32,2011,268076.0
AT32,2012,270483.0
AT32,2013,272900.0
AT32,2014,275325.0
AT32,2015,277584.0
AT32,2016,280077.0
AT32,2017,282531.0
AT32,2018,284994.0
AT32,2019,287467.0
AT32,2020,290092.0
AT32,2021,288882.0
AT32,2022,291360.0
AT32,2023,293846.0
AT32,2024,296342.0
AT32,2025,301480.0
AT32,2026,300261.0
AT32,2027,302729.0
AT32,2028,305206.0
AT32,2029,307692.0
AT32,2030,309910.0
AT33,1999,321581.0
AT33,2000,330733.0
AT33,2001,340421.0
AT33,2002,307768.0
AT33,2003,313364.0
AT33,2004,315608.0
AT33,2005,321600.0
AT33,2006,326386.0
AT33,2007,329238.0
AT33,2008,332330.0
AT33,2009,336365.0
AT33,2010,344277.0
AT33,2011,344900.0
AT33,2012,347991.0
AT33,2013,351095.0
AT33,2014,354213.0
AT33,2015,357099.0
AT33,2016,360239.0
AT33,2017,363404.0
AT33,2018,366583.0
AT33,2019,369775.0
AT33,2020,372641.0
AT33,2021,369122.0
AT33,2022,372322.0
AT33,2023,375537.0
AT33,2024,378765.0
AT33,2025,386260.0
AT33,2026,383089.0
AT33,2027,386256.0
AT33,2028,389436.0
AT33,2029,392628.0
AT33,2030,395437.0
AT34,1999,164320.0
AT34,2000,168013.0
AT34,2001,171981.0
AT34,2002,166214.0
AT34,2003,169480.0
AT34,2004,170715.0
AT34,2005,173132.0
AT34,2006,174452.0
AT34,2007,176267.0
AT34,2008,177850.0
AT34,2009,179774.0
AT34,2010,181740.0
AT34,2011,182119.0
AT34,2012,183766.0
AT34,2013,185419.0
AT34,2014,187080.0
AT34,2015,188619.0
AT34,2016,190294.0
AT34,2017,191980.0
AT34,2018,193674.0
AT34,2019,195375.0
AT34,2020,196919.0
AT34,2021,195110.0
AT34,2022,196815.0
AT34,2023,198528.0
AT34,2024,200248.0
AT34,2025,204213.0
AT34,2026,202577.0
AT34,2027,204265.0
AT34,2028,205960.0
AT34,2029,207663.0
AT34,2030,209162.0
BE10,1999,479159.0
BE10,2000,493455.0
BE10,2001,505128.0
BE10,2002,500482.0
BE10,2003,494016.0
BE10,2004,491617.0
BE10,2005,490195.0
BE10,2006,488925.0
BE10,2007,502272.0
BE10,2008,503936.0
BE10,2009,507816.0
BE10,2010,523748.0
BE10,2011,518460.0
BE10,2012,523815.0
BE10,2013,529191.0
BE10,2014,534588.0
BE10,2015,541500.0
BE10,2016,545447.0
BE10,2017,550908.0
BE10,2018,556391.0
BE10,2019,561895.0
BE10,2020,564801.0
BE10,2021,572968.0
BE10,2022,578536.0
BE10,2023,584126.0
BE10,2024,589738.0
BE10,2025,586835.0
BE10,2026,617363.0
BE10,2027,623225.0
BE10,2028,629110.0
BE10,2029,635018.0
BE10,2030,604499.0
BE21,1999,745014.0
BE21,2000,758253.0
BE21,2001,766832.0
BE21,2002,773726.0
BE21,2003,780885.0
BE21,2004,784543.0
BE21,2005,794234.0
BE21,2006,799804.0
BE21,2007,809639.0
BE21,2008,810029.0
BE21,2009,823297.0
BE21,2010,839432.0
BE21,2011,832808.0
BE21,2012,839516.0
BE21,2013,846251.0
BE21,2014,853012.0
BE21,2015,861670.0
BE21,2016,866615.0
BE21,2017,873456.0
BE21,2018,880324.0
BE21,2019,887219.0
BE21,2020,890859.0
BE21,2021,901089.0
BE21,2022,908064.0
BE21,2023,915066.0
BE21,2024,922094.0
BE21,2025,918458.0
BE21,2026,956695.0
BE21,2027,964038.0
BE21,2028,971409.0
BE21,2029,978808.0
BE21,2030,940583.0
BE22,1999,359100.0
BE22,2000,367159.0
BE22,2001,373652.0
BE22,2002,380285.0
BE22,2003,385212.0
BE22,2004,386984.0
BE22,2005,393966.0
BE22,2006,399758.0
BE22,2007,406809.0
BE22,2008,410214.0
BE22,2009,415152.0
BE22,2010,427295.0
BE22,2011,422536.0
BE22,2012,427356.0
BE22,2013,432200.0
BE22,2014,437069.0
BE22,2015,443313.0
BE22,2016,446882.0
BE22,2017,451826.0
BE22,2018,456794.0
BE22,2019,461787.0
BE22,2020,464425.0
BE22,2021,471848.0
BE22,2022,476915.0
BE22,2023,482007.0
BE22,2024,487124.0
BE22,2025,484476.0
BE22,2026,512390.0
BE22,2027,517768.0
BE22,2028,523172.0
BE22,2029,528602.0
BE22,2030,500610.0
BE23,1999,587390.0
BE23,2000,595456.0
BE23,2001,599323.0
BE23,2002,606201.0
BE23,2003,611867.0
BE23,2004,614097.0
BE23,2005,623160.0
BE23,2006,631437.0
BE23,2007,639950.0
BE23,2008,641431.0
BE23,2009,646070.0
BE23,2010,659943.0
BE23,2011,654756.0
BE23,2012,660008.0
BE23,2013,665280.0
BE23,2014,670572.0
BE23,2015,677345.0
BE23,2016,681212.0
BE23,2017,686561.0
BE23,2018,691929.0
BE23,2019,697316.0
BE23,2020,700159.0
BE23,2021,708148.0
BE23,2022,713593.0
BE23,2023,719057.0
BE23,2024,724541.0
BE23,2025,721704.0
BE23,2026,751512.0
BE23,2027,757230.0
BE23,2028,762969.0
BE23,2029,768728.0
BE23,2030,738957.0
BE24,1999,527044.0
BE24,2000,549981.0
BE24,2001,566433.0
BE24,2002,574168.0
BE24,2003,577774.0
BE24,2004,581558.0
BE24,2005,591288.0
BE24,2006,598579.0
BE24,2007,604261.0
BE24,2008,608916.0
BE24,2009,621381.0
BE24,2010,645384.0
BE24,2011,637407.0
BE24,2012,645486.0
BE24,2013,653607.0
BE24,2014,661772.0
BE24,2015,672244.0
BE24,2016,678232.0
BE24,2017,686527.0
BE24,2018,694866.0
BE24,2019,703247.0
BE24,2020,707676.0
BE24,2021,720141.0
BE24,2022,728653.0
BE24,2023,737208.0
BE24,2024,745806.0
BE24,2025,741357.0
BE24,2026,788288.0
BE24,2027,797335.0
BE24,2028,806428.0
BE24,2029,815566.0
BE24,2030,768475.0
BE25,1999,488034.0
BE25,2000,496936.0
BE25,2001,502253.0
BE25,2002,508762.0
BE25,2003,512975.0
BE25,2004,514014.0
BE25,2005,521071.0
BE25,2006,527338.0
BE25,2007,533913.0
BE25,2008,538709.0
BE25,2009,544198.0
BE25,2010,553681.0
BE25,2011,549203.0
BE25,2012,553738.0
BE25,2013,558285.0
BE25,2014,562844.0
BE25,2015,568674.0
BE25,2016,571998.0
BE25,2017,576593.0
BE25,2018,581200.0
BE25,2019,585819.0
BE25,2020,588255.0
BE25,2021,595094.0
BE25,2022,599749.0
BE25,2023,604416.0
BE25,2024,609094.0
BE25,2025,606675.0
BE25,2026,632046.0
BE25,2027,636899.0
BE25,2028,641765.0
BE25,2029,646643.0
BE25,2030,621375.0
BE31,1999,160151.0
BE31,2000,163566.0
BE31,2001,165131.0
BE31,2002,167959.0
BE31,2003,170356.0
BE31,2004,171683.0
BE31,2005,175248.0
BE31,2006,178723.0
BE31,2007,181908.0
BE31,2008,182874.0
BE31,2009,184756.0
BE31,2010,190314.0
BE31,2011,188162.0
BE31,2012,190341.0
BE31,2013,192533.0
BE31,2014,194738.0
BE31,2015,197566.0
BE31,2016,199184.0
BE31,2017,201426.0
BE31,2018,203681.0
BE31,2019,205948.0
BE31,2020,207146.0
BE31,2021,210519.0
BE31,2022,212824.0
BE31,2023,215141.0
BE31,2024,217471.0
BE31,2025,216265.0
BE31,2026,228992.0
BE31,2027,231447.0
BE31,2028,233916.0
BE31,2029,236398.0
BE31,2030,223616.0
BE32,1999,522403.0
BE32,2000,531034.0
BE32,2001,535207.0
BE32,2002,539469.0
BE32,2003,542498.0
BE32,2004,543428.0
BE32,2005,551350.0
BE32,2006,557068.0
BE32,2007,559223.0
BE32,2008,563969.0
BE32,2009,569832.0
BE32,2010,578676.0
BE32,2011,574752.0
BE32,2012,578725.0
BE32,2013,582707.0
BE32,2014,586696.0
BE32,2015,591792.0
BE32,2016,594697.0
BE32,2017,598710.0
BE32,2018,602731.0
BE32,2019,606759.0
BE32,2020,608883.0
BE32,2021,614840.0
BE32,2022,618892.0
BE32,2023,622952.0
BE32,2024,627021.0
BE32,2025,624917.0
BE32,2026,646939.0
BE32,2027,651144.0
BE32,2028,655357.0
BE32,2029,659578.0
BE32,2030,637686.0
BE33,1999,426668.0
BE33,2000,433373.0
BE33,2001,437459.0
BE33,2002,441775.0
BE33,2003,446022.0
BE33,2004,447801.0
BE33,2005,455331.0
BE33,2006,460360.0
BE33,2007,465416.0
BE33,2008,466808.0
BE33,2009,471302.0
BE33,2010,481419.0
BE33,2011,477572.0
BE33,2012,481468.0
BE33,2013,485379.0
BE33,2014,489304.0
BE33,2015,494329.0
BE33,2016,497198.0
BE33,2017,501166.0
BE33,2018,505149.0
BE33,2019,509146.0
BE33,2020,511256.0
BE33,2021,517184.0
BE33,2022,521224.0
BE33,2023,525279.0
BE33,2024,529349.0
BE33,2025,527244.0
BE33,2026,549367.0
BE33,2027,553612.0
BE33,2028,557873.0
BE33,2029,562148.0
BE33,2030,540049.0
BE34,1999,106373.0
BE34,2000,109280.0
BE34,2001,110573.0
BE34,2002,112627.0
BE34,2003,114193.0
BE34,2004,115050.0
BE34,2005,117329.0
BE34,2006,119814.0
BE34,2007,121584.0
BE34,2008,122109.0
BE34,2009,123650.0
BE34,2010,127786.0
BE34,2011,126283.0
BE34,2012,127805.0
BE34,2013,129337.0
BE34,2014,130878.0
BE34,2015,132856.0
BE34,2016,133987.0
BE34,2017,135556.0
BE34,2018,137133.0
BE34,2019,138720.0
BE34,2020,139558.0
BE34,2021,141920.0
BE34,2022,143534.0
BE34,2023,145157.0
BE34,2024,146789.0
BE34,2025,145945.0
BE34,2026,154866.0
BE34,2027,156589.0
BE34,2028,158321.0
BE34,2029,160063.0
BE34,2030,151097.0
BE35,1999,183539.0
BE35,2000,187303.0
BE35,2001,189443.0
BE35,2002,192664.0
BE35,2003,195091.0
BE35,2004,196301.0
BE35,2005,199796.0
BE35,2006,202532.0
BE35,2007,205883.0
BE35,2008,207952.0
BE35,2009,210750.0
BE35,2010,215801.0
BE35,2011,213522.0
BE35,2012,215830.0
BE35,2013,218149.0
BE35,2014,220481.0
BE35,2015,223471.0
BE35,2016,225181.0
BE35,2017,227548.0
BE35,2018,229928.0
BE35,2019,232320.0
BE35,2020,233584.0
BE35,2021,237140.0
BE35,2022,239568.0
BE35,2023,242008.0
BE35,2024,244459.0
BE35,2025,243191.0
BE35,2026,256569.0
BE35,2027,259147.0
BE35,2028,261737.0
BE35,2029,264340.0
BE35,2030,250922.0
BG31,2004,268331.99999999994
BG31,2005,275396.0
BG31,2006,175897.99999999994
BG31,2007,208906.00000000006
BG31,2008,241825.99999999985
BG31,2009,235501.0000000001
BG31,2010,239071.99999999985
BG31,2011,242672.00000000003
BG31,2012,245775.00000000006
BG31,2013,248554.9999999999
BG31,2014,251013.00000000006
BG31,2015,253018.99999999997
BG31,2016,254961.99999999983
BG31,2017,256453.00000000012
BG31,2018,257622.00000000012
BG31,2019,258467.99999999983
BG31,2020,259003.99999999988
BG31,2021,259194.99999999985
BG31,2022,259074.9999999999
BG31,2023,258633.0
BG31,2024,257867.99999999988
BG31,2025,256687.9999999998
BG31,2026,255373.00000000012
BG31,2027,253641.99999999997
BG31,2028,251587.99999999997
BG31,2029,249213.00000000015
BG31,2030,247894.0000000001
BG32,2004,262872.0
BG32,2005,270009.99999999994
BG32,2006,180552.0000000001
BG32,2007,213545.0
BG32,2008,245017.9999999999
BG32,2009,219999.99999999997
BG32,2010,215589.00000000006
BG32,2011,210769.9999999999
BG32,2012,206222.00000000003
BG32,2013,201717.99999999988
BG32,2014,197258.99999999988
BG32,2015,193129.99999999988
BG32,2016,188473.0
BG32,2017,184147.00000000003
BG32,2018,179864.99999999997
BG32,2019,175627.99999999994
BG32,2020,171311.99999999994
BG32,2021,167286.99999999997
BG32,2022,163182.99999999997
BG32,2023,159123.99999999994
BG32,2024,155109.00000000006
BG32,2025,150845.00000000003
BG32,2026,147212.99999999997
BG32,2027,143331.0000000001
BG32,2028,139493.9999999999
BG32,2029,135702.0
BG32,2030,133809.00000000003
BG33,2004,300136.0
BG33,2005,311749.99999999994
BG33,2006,213967.9999999999
BG33,2007,256141.99999999988
BG33,2008,295555.99999999994
BG33,2009,274144.9999999999
BG33,2010,273687.9999999998
BG33,2011,273176.99999999994
BG33,2012,272684.9999999999
BG33,2013,272187.0
BG33,2014,271683.99999999994
BG33,2015,271209.00000000006
BG33,2016,270661.0000000001
BG33,2017,270140.99999999994
BG33,2018,269616.00000000006
BG33,2019,269085.0000000002
BG33,2020,268532.9999999999
BG33,2021,268007.0000000001
BG33,2022,267458.9999999998
BG33,2023,266906.9999999999
BG33,2024,266347.9999999999
BG33,2025,265741.99999999994
BG33,2026,265215.00000000006
BG33,2027,264640.0000000001
BG33,2028,264058.9999999998
BG33,2029,263473.0000000001
BG33,2030,263176.0000000001
BG34,2004,306403.99999999994
BG34,2005,318444.00000000006
BG34,2006,233253.99999999983
BG34,2007,274080.0000000002
BG34,2008,310168.9999999999
BG34,2009,291046.99999999994
BG34,2010,292018.00000000006
BG34,2011,293027.9999999998
BG34,2012,293931.0
BG34,2013,294776.99999999994
BG34,2014,295563.99999999994
BG34,2015,296247.0000000002
BG34,2016,296964.0
BG34,2017,297577.0
BG34,2018,298131.9999999999
BG34,2019,298629.0
BG34,2020,299079.0
BG34,2021,299448.0
BG34,2022,299771.0
BG34,2023,300035.00000000006
BG34,2024,300240.99999999977
BG34,2025,300398.0
BG34,2026,300479.9999999998
BG34,2027,300511.9999999999
BG34,2028,300486.0000000002
BG34,2029,300402.0
BG34,2030,300338.0
BG41,2004,853409.9999999995
BG41,2005,899640.0
BG41,2006,637457.9999999999
BG41,2007,746842.0000000002
BG41,2008,845919.9999999998
BG41,2009,797551.0
BG41,2010,797907.0000000002
BG41,2011,798296.9999999995
BG41,2012,798668.0
BG41,2013,799036.9999999997
BG41,2014,799404.9999999999
BG41,2015,799746.9999999997
BG41,2016,800135.0000000001
BG41,2017,800497.9999999994
BG41,2018,800859.0000000005
BG41,2019,801218.0000000003
BG41,2020,801585.9999999999
BG41,2021,801931.9999999997
BG41,2022,802287.0000000002
BG41,2023,802640.0000000001
BG41,2024,802991.0000000001
BG41,2025,803367.0000000002
BG41,2026,803688.9999999997
BG41,2027,804036.0000000002
BG41,2028,804379.9999999994
BG41,2029,804723.9999999999
BG41,2030,804895.9999999997
BG42,2004,441223.9999999998
BG42,2005,455734.99999999965
BG42,2006,322422.9999999998
BG42,2007,376650.0
BG42,2008,422507.9999999999
BG42,2009,387781.0000000002
BG42,2010,382945.0
BG42,2011,377638.9999999999
BG42,2012,372604.99999999994
BG42,2013,367597.00000000006
BG42,2014,362614.0
BG42,2015,357978.9999999999
BG42,2016,352724.0
BG42,2017,347817.0000000002
BG42,2018,342934.99999999994
BG42,2019,338078.0000000001
BG42,2020,333104.0
BG42,2021,328440.99999999994
BG42,2022,323660.0000000001
BG42,2023,318904.0000000001
BG42,2024,314173.9999999999
BG42,2025,309119.0
BG42,2026,304789.00000000006
BG42,2027,300133.9999999999
BG42,2028,295503.9999999998
BG42,2029,290899.9999999999
BG42,2030,288591.0000000001
CY00,1995,216209.00000000015
CY00,1996,226288.0000000001
CY00,1997,233925.99999999985
CY00,1998,248492.00000000015
CY00,1999,256457.00000000015
CY00,2000,265151.0000000002
CY00,2001,280520.0
CY00,2002,288226.0
CY00,2003,300377.0000000002
CY00,2004,327383.0000000001
CY00,2005,346868.0000000002
CY00,2006,359057.9999999999
CY00,2007,359914.0000000003
CY00,2008,373185.99999999977
CY00,2009,386662.9999999997
CY00,2010,416016.9999999997
CY00,2011,414236.0000000002
CY00,2012,428330.9999999998
CY00,2013,442633.0000000003
CY00,2014,457141.0000000003
CY00,2015,473222.0000000002
CY00,2016,486774.9999999996
CY00,2017,501900.9999999998
CY00,2018,517232.9999999997
CY00,2019,532770.9999999999
CY00,2020,540422.0000000005
CY00,2021,564466.0000000003
CY00,2022,580623.0000000001
CY00,2023,596986.0000000001
CY00,2024,613555.0000000001
CY00,2025,599013.0
CY00,2026,647311.0000000003
CY00,2027,664497.9999999995
CY00,2028,681892.0000000003
CY00,2029,699490.9999999997
CY00,2030,647023.0000000003
CZ01,1999,534310.0
CZ01,2000,533939.0
CZ01,2001,540421.0
CZ01,2002,555065.0
CZ01,2003,570262.0
CZ01,2004,572369.0
CZ01,2005,585698.0
CZ01,2006,607854.0
CZ01,2007,620452.0
CZ01,2008,643140.0
CZ01,2009,650235.0
CZ01,2010,662546.0
CZ01,2011,713460.0
CZ01,2012,743471.0
CZ01,2013,776308.0
CZ01,2014,812066.0
CZ01,2015,967032.0
CZ01,2016,892725.0
CZ01,2017,937816.0
CZ01,2018,986210.0
CZ01,2019,1038002.0
CZ01,2020,1404221.0
CZ01,2021,1152158.0
CZ01,2022,1214714.0
CZ01,2023,1281049.0
CZ01,2024,1351257.0
CZ01,2025,1912332.0
CZ01,2026,1503679.0
CZ01,2027,1586082.0
CZ01,2028,1672741.0
CZ01,2029,1763751.0
CZ01,2030,1798119.0
CZ02,1999,411736.0
CZ02,2000,411847.0
CZ02,2001,428358.0
CZ02,2002,444652.0
CZ02,2003,455144.0
CZ02,2004,473059.0
CZ02,2005,492671.0
CZ02,2006,516848.0
CZ02,2007,543145.0
CZ02,2008,561473.0
CZ02,2009,570824.0
CZ02,2010,571608.0
CZ02,2011,607467.0
CZ02,2012,626144.0
CZ02,2013,645059.0
CZ02,2014,664212.0
CZ02,2015,735366.0
CZ02,2016,703229.0
CZ02,2017,723093.0
CZ02,2018,743195.0
CZ02,2019,763534.0
CZ02,2020,884425.0
CZ02,2021,804925.0
CZ02,2022,825976.0
CZ02,2023,847265.0
CZ02,2024,868791.0
CZ02,2025,1015353.0
CZ02,2026,912555.0
CZ02,2027,934793.0
CZ02,2028,957269.0
CZ02,2029,979982.0
CZ02,2030,988342.0
CZ03,1999,439506.0
CZ03,2000,438067.0
CZ03,2001,448018.0
CZ03,2002,464944.0
CZ03,2003,467690.0
CZ03,2004,480780.0
CZ03,2005,499175.0
CZ03,2006,517672.0
CZ03,2007,541177.0
CZ03,2008,546400.0
CZ03,2009,554153.0
CZ03,2010,554691.0
CZ03,2011,579053.0
CZ03,2012,591562.0
CZ03,2013,604111.0
CZ03,2014,616700.0
CZ03,2015,662502.0
CZ03,2016,641997.0
CZ03,2017,654706.0
CZ03,2018,667453.0
CZ03,2019,680241.0
CZ03,2020,754143.0
CZ03,2021,705935.0
CZ03,2022,718842.0
CZ03,2023,731789.0
CZ03,2024,744775.0
CZ03,2025,830645.0
CZ03,2026,770867.0
CZ03,2027,783972.0
CZ03,2028,797118.0
CZ03,2029,810303.0
CZ03,2030,815132.0
CZ04,1999,353028.0
CZ04,2000,350796.0
CZ04,2001,357464.0
CZ04,2002,369533.0
CZ04,2003,382330.0
CZ04,2004,394065.0
CZ04,2005,410264.0
CZ04,2006,431909.0
CZ04,2007,454413.0
CZ04,2008,456615.0
CZ04,2009,465398.0
CZ04,2010,465925.0
CZ04,2011,489778.0
CZ04,2012,501995.0
CZ04,2013,514231.0
CZ04,2014,526486.0
CZ04,2015,570902.0
CZ04,2016,551050.0
CZ04,2017,563360.0
CZ04,2018,575688.0
CZ04,2019,588035.0
CZ04,2020,659007.0
CZ04,2021,612784.0
CZ04,2022,625186.0
CZ04,2023,637607.0
CZ04,2024,650046.0
CZ04,2025,731815.0
CZ04,2026,674980.0
CZ04,2027,687474.0
CZ04,2028,699987.0
CZ04,2029,712518.0
CZ04,2030,717103.0
CZ05,1999,494746.0
CZ05,2000,497326.0
CZ05,2001,508417.0
CZ05,2002,526465.0
CZ05,2003,534822.0
CZ05,2004,550746.0
CZ05,2005,571975.0
CZ05,2006,594320.0
CZ05,2007,621046.0
CZ05,2008,627505.0
CZ05,2009,641775.0
CZ05,2010,642584.0
CZ05,2011,680755.0
CZ05,2012,701585.0
CZ05,2013,723368.0
CZ05,2014,746149.0
CZ05,2015,837428.0
CZ05,2016,794879.0
CZ05,2017,820918.0
CZ05,2018,848131.0
CZ05,2019,876564.0
CZ05,2020,1064803.0
CZ05,2021,937263.0
CZ05,2022,969619.0
CZ05,2023,1003372.0
CZ05,2024,1038565.0
CZ05,2025,1307229.0
CZ05,2026,1113452.0
CZ05,2027,1153235.0
CZ05,2028,1194635.0
CZ05,2029,1237698.0
CZ05,2030,1253861.0
CZ06,1999,516136.0
CZ06,2000,517171.0
CZ06,2001,529522.0
CZ06,2002,546486.0
CZ06,2003,557532.0
CZ06,2004,574070.0
CZ06,2005,595574.0
CZ06,2006,594657.0
CZ06,2007,644837.0
CZ06,2008,643101.0
CZ06,2009,660953.0
CZ06,2010,661752.0
CZ06,2011,699783.0
CZ06,2012,720746.0
CZ06,2013,742808.0
CZ06,2014,766020.0
CZ06,2015,860235.0
CZ06,2016,816099.0
CZ06,2017,843068.0
CZ06,2018,871389.0
CZ06,2019,901115.0
CZ06,2020,1100626.0
CZ06,2021,964982.0
CZ06,2022,999226.0
CZ06,2023,1035076.0
CZ06,2024,1072585.0
CZ06,2025,1362189.0
CZ06,2026,1152781.0
CZ06,2027,1195569.0
CZ06,2028,1240218.0
CZ06,2029,1286780.0
CZ06,2030,1304285.0
CZ07,1999,341248.0
CZ07,2000,342130.0
CZ07,2001,349222.0
CZ07,2002,360654.0
CZ07,2003,371158.0
CZ07,2004,382824.0
CZ07,2005,400882.0
CZ07,2006,415571.0
CZ07,2007,434614.0
CZ07,2008,437651.0
CZ07,2009,450531.0
CZ07,2010,451090.0
CZ07,2011,477109.0
CZ07,2012,491035.0
CZ07,2013,505418.0
CZ07,2014,520281.0
CZ07,2015,578349.0
CZ07,2016,551548.0
CZ07,2017,567999.0
CZ07,2018,585028.0
CZ07,2019,602658.0
CZ07,2020,716253.0
CZ07,2021,639821.0
CZ07,2022,659402.0
CZ07,2023,679681.0
CZ07,2024,700682.0
CZ07,2025,857461.0
CZ07,2026,744949.0
CZ07,2027,768263.0
CZ07,2028,792396.0
CZ07,2029,817373.0
CZ07,2030,826717.0
CZ08,1999,347585.0
CZ08,2000,345600.0
CZ08,2001,352671.0
CZ08,2002,376761.0
CZ08,2003,369620.0
CZ08,2004,368858.0
CZ08,2005,379356.0
CZ08,2006,392500.0
CZ08,2007,408619.0
CZ08,2008,428784.0
CZ08,2009,441522.0
CZ08,2010,426760.0
CZ08,2011,442487.0
CZ08,2012,450437.0
CZ08,2013,458328.0
CZ08,2014,466159.0
CZ08,2015,493953.0
CZ08,2016,481645.0
CZ08,2017,489299.0
CZ08,2018,496893.0
CZ08,2019,504429.0
CZ08,2020,546390.0
CZ08,2021,519322.0
CZ08,2022,526680.0
CZ08,2023,533979.0
CZ08,2024,541218.0
CZ08,2025,587083.0
CZ08,2026,555519.0
CZ08,2027,562581.0
CZ08,2028,569584.0
CZ08,2029,576527.0
CZ08,2030,579050.0
DE11,1999,2164866.0
DE11,2000,2208705.0
